x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,target_feature
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,0.96,475.0,1.569023569023569,0,4.965517241379311,yEs,nO,36.25
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,0.6666666666666666,380.0,1.391044776119403,0,1.78359096313912,YeS,nOO,50.46
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,0.5333333333333333,475.0,1.569023569023569,0,8.352402745995423,yEs,no,43.7
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,0.96,475.0,1.569023569023569,0,9.35897435897436,Y E S,NOO,39.0
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,0.6,380.0,1.391044776119403,0,3.389830508474576,YEs,no,53.1
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,0.5333333333333333,475.0,1.569023569023569,0,2.1665864227250844,yEs,NOo,41.54
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,0.5333333333333333,475.0,1.569023569023569,0,0.1995438996579247,YES,No,35.08
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,0.5501432664756447,349.0,1.2975585574420625,0,0.1993355481727574,YeS,NO,15.05
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,0.6,475.0,1.569023569023569,0,4.416094210009814,YeS,Noo,40.76
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,0.96,475.0,1.569023569023569,0,0.2665651180502665,YES,NO,26.26
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,0.6,475.0,1.569023569023569,0,0.2132845825716026,yEs,NOO,32.82
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,0.6857142857142857,475.0,1.569023569023569,0,4.524886877828054,yes,NOo,39.78
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,1.2,380.0,1.391044776119403,0,3.8354996803750265,yes,Noo,46.93
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,0.96,475.0,1.569023569023569,0,2.717391304347826,yes,No,33.12
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,0.75,380.0,1.391044776119403,0,1.829640170766416,yes,no,49.19
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,1.375358166189112,349.0,1.2975585574420625,0,0.4797806716929403,yes,NO,14.59
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,0.9667673716012084,331.0,1.185221078134464,0,0.4781420765027322,yEs,nO,14.64
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,0.48,475.0,1.569023569023569,0,8.704984497972811,yes,no,41.93
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,0.9667673716012084,331.0,1.185221078134464,0,0.3285870755750273,yEs,No,9.13
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,0.75,380.0,1.391044776119403,0,3.53287536800785,YEs,NO,50.95
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,0.6857142857142857,475.0,1.569023569023569,0,0.8479709267110841,Yes,NOo,33.02
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,0.75,380.0,1.391044776119403,0,4.965060684075027,Yes,NOo,54.38
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,0.8571428571428571,380.0,1.391044776119403,0,5.219408467040402,yES,No,51.73
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,0.6193548387096774,310.0,1.1415471431930402,0,0.303951367781155,yEs,NOo,9.87
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,1.2,380.0,1.391044776119403,0,5.329648637978682,Yes,NO,50.66
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,0.8571428571428571,380.0,1.391044776119403,0,3.696098562628337,YES,Noo,48.7
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,0.6666666666666666,380.0,1.391044776119403,0,4.903741373047584,yES,NOO,55.06
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,1.375358166189112,349.0,1.2975585574420625,0,8.053691275167784,yES,NO,44.7
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,0.6857142857142857,475.0,1.569023569023569,0,0.2311756935270805,Y E S,Noo,30.28
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,1.2,380.0,1.391044776119403,0,0.6852667645619187,yES,no,40.86
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,0.3010309278350515,485.0,1.4,0,0.3889429087373247,yES,Noo,71.99
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,0.4548128342245989,563.2,1.2238667900092506,1,0.0872093023255814,YEs,NOo,34.4
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,0.5601659751037344,575.5,1.7111801242236029,1,0.1041666666666666,YEs,Noo,28.8
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,0.3611764705882353,531.3,0.9605455980160073,1,0.0898203592814371,yES,No,33.4
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,0.3562352941176471,531.3,1.1646136618141096,1,0.0826446280991735,yes,Noo,36.3
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,0.3376,468.8,0.8584525488615756,1,0.1034482758620689,YeS,NO,29.0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,0.3812631578947368,593.8,1.090339091490723,1,0.0793650793650793,yES,Noo,37.8
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,0.293816631130064,586.2,1.0138013087447948,1,0.0746268656716417,yES,nO,40.2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,0.3611764705882353,531.3,0.9605455980160073,1,0.0898203592814371,Y E S,nOO,33.4
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,0.4063304168811116,485.7000000000001,0.9204926001944476,1,0.1067615658362989,Yes,NOO,28.1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,0.266892527762093,531.3,0.9534519413673492,1,0.072639225181598,yes,NOO,41.3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,0.3611764705882353,531.3,0.9605455980160073,1,0.0898203592814371,yES,nO,33.4
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,0.4883939774153073,531.3,0.9678555202180829,1,0.119047619047619,yes,NO,25.2
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,0.3668491786958686,496.5,1.111137190470602,1,0.072992700729927,YeS,NO,41.1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,0.4547710976282405,551.6,1.249933844932522,1,0.0849858356940509,yES,NOo,35.3
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,0.5678097003398209,606.5,1.428549780269738,1,0.1060070671378091,yes,Noo,28.3
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,0.4055335968379446,530.7,1.874876033057851,1,0.1048951048951049,YEs,nO,28.6
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,0.4547710976282405,551.6,1.249933844932522,1,0.0849858356940509,YEs,NOo,35.3
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,0.505413901501921,487.2000000000001,1.2499688938658704,1,0.1229508196721311,yES,NO,24.4
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,0.4547710976282405,551.6,1.249933844932522,1,0.0849858356940509,Yes,nO,35.3
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,0.4236902050113895,616.0,1.2500353157225597,1,0.0763358778625954,Yes,no,39.3
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,0.3741985124390869,578.9,1.249933844932522,1,0.0738916256157635,yes,NOO,40.6
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,0.4547710976282405,551.6,1.249933844932522,1,0.0849858356940509,YEs,nO,35.3
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,0.5176087599881622,526.9,1.249933844932522,1,0.1244813278008298,yEs,NOO,24.1
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,0.4548128342245989,563.2,1.2238667900092506,1,0.1515151515151515,Yes,NOO,46.2
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,0.5601659751037344,575.5,1.7111801242236029,1,0.1635514018691589,Y E S,Noo,42.8
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,0.3611764705882353,531.3,0.9605455980160073,1,0.1422764227642276,Y E S,NOO,49.2
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,0.3562352941176471,531.3,1.1646136618141096,1,0.1495726495726495,yES,nO,46.8
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,0.3376,468.8,0.8584525488615756,1,0.1531728665207877,yES,NO,45.7
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,0.3812631578947368,593.8,1.090339091490723,1,0.1258992805755395,Yes,no,55.6
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,0.293816631130064,586.2,1.0138013087447948,1,0.1275045537340619,YeS,NOO,54.9
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,0.3611764705882353,531.3,0.9605455980160073,1,0.1422764227642276,YeS,NOo,49.2
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,0.4063304168811116,485.7000000000001,0.9204926001944476,1,0.2005730659025788,yes,no,34.9
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,0.266892527762093,531.3,0.9534519413673492,1,0.1492537313432836,YES,Noo,46.9
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,0.3611764705882353,531.3,0.9605455980160073,1,0.1422764227642276,yES,nO,49.2
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,0.4883939774153073,531.3,0.9678555202180829,1,0.2095808383233533,Y E S,NO,33.4
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,0.3668491786958686,496.5,1.111137190470602,1,0.1293900184842883,YeS,NOo,54.1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,0.4547710976282405,551.6,1.249933844932522,1,0.1252236135957066,Y E S,NO,55.9
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,0.5678097003398209,606.5,1.428549780269738,1,0.1405622489959839,yEs,No,49.8
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,0.4055335968379446,530.7,1.874876033057851,1,0.1486199575371549,YEs,nO,47.1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,0.4547710976282405,551.6,1.249933844932522,1,0.1252236135957066,Y E S,NOo,55.9
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,0.505413901501921,487.2000000000001,1.2499688938658704,1,0.1842105263157894,YEs,NO,38.0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,0.4547710976282405,551.6,1.249933844932522,1,0.1252236135957066,yEs,no,55.9
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,0.4236902050113895,616.0,1.2500353157225597,1,0.124777183600713,YES,NOo,56.1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,0.3741985124390869,578.9,1.249933844932522,1,0.1184633609747842,yes,nOO,59.09
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,0.4547710976282405,551.6,1.249933844932522,1,0.3056768558951965,yES,NOO,22.9
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,0.5176087599881622,526.9,1.249933844932522,1,0.1994301994301994,yEs,no,35.1
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,0.4548128342245989,563.2,1.2238667900092506,1,0.4583401538713373,Yes,nOO,61.09
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,0.5601659751037344,575.5,1.7111801242236029,1,0.4682274247491639,yes,NO,59.8
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,0.3611764705882353,531.3,0.9605455980160073,1,0.4644219605241333,Yes,NOo,60.29
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,0.3562352941176471,531.3,1.1646136618141096,1,0.4530744336569579,yEs,Noo,61.8
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,0.3376,468.8,0.8584525488615756,1,0.4938271604938271,YEs,NOO,56.7
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,0.3812631578947368,593.8,1.090339091490723,1,0.4099560761346998,Yes,NO,68.3
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,0.293816631130064,586.2,1.0138013087447948,1,0.4185351270553064,YeS,No,66.9
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,0.3611764705882353,531.3,0.9605455980160073,1,0.4644219605241333,yEs,No,60.29
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,0.4063304168811116,485.7000000000001,0.9204926001944476,1,0.5522682445759368,yEs,nOO,50.7
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,0.266892527762093,531.3,0.9534519413673492,1,0.4964539007092198,yES,NOO,56.4
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,0.3611764705882353,531.3,0.9605455980160073,1,0.4644219605241333,YeS,no,60.29
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,0.4883939774153073,531.3,0.9678555202180829,1,0.5045045045045045,YES,nOO,55.5
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,0.3668491786958686,496.5,1.111137190470602,1,0.4087591240875912,YES,nOO,68.5
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,0.4547710976282405,551.6,1.249933844932522,1,0.3927068723702664,YES,NOo,71.3
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,0.5678097003398209,606.5,1.428549780269738,1,0.3748326639892905,Yes,nO,74.7
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,0.4055335968379446,530.7,1.874876033057851,1,0.5363984674329502,YeS,NO,52.2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,0.4547710976282405,551.6,1.249933844932522,1,0.3927068723702664,YEs,NOo,71.3
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,0.505413901501921,487.2000000000001,1.2499688938658704,1,0.413589364844904,Yes,no,67.7
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,0.4547710976282405,551.6,1.249933844932522,1,0.3927068723702664,Y E S,nO,71.3
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,0.4236902050113895,616.0,1.2500353157225597,1,0.4242424242424242,YES,NOo,66.0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,0.3741985124390869,578.9,1.249933844932522,1,0.3758389261744966,yES,NOO,74.5
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,0.4547710976282405,551.6,1.249933844932522,1,0.3927068723702664,Yes,nOO,71.3
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,0.5176087599881622,526.9,1.249933844932522,1,0.561122244488978,YES,NOo,49.9
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,0.4548128342245989,563.2,1.2238667900092506,1,0.8832807570977919,YeS,NOo,63.4
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,0.5601659751037344,575.5,1.7111801242236029,1,0.8628659476117102,YeS,no,64.9
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,0.3611764705882353,531.3,0.9605455980160073,1,0.8709175738724728,Y E S,NOO,64.3
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,0.3562352941176471,531.3,1.1646136618141096,1,0.8628659476117102,Y E S,NOo,64.9
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,0.3376,468.8,0.8584525488615756,1,0.9302325581395348,yes,No,60.2
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,0.3812631578947368,593.8,1.090339091490723,1,0.7745504840940526,yEs,NOo,72.3
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,0.293816631130064,586.2,1.0138013087447948,1,0.8080808080808081,yes,No,69.3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,0.3611764705882353,531.3,0.9605455980160073,1,0.8709175738724728,Y E S,Noo,64.3
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,0.4063304168811116,485.7000000000001,0.9204926001944476,1,1.0144927536231882,Yes,no,55.2
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,0.266892527762093,531.3,0.9534519413673492,1,0.9523809523809524,YEs,no,58.8
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,0.3611764705882353,531.3,0.9605455980160073,1,0.8709175738724728,Y E S,nO,64.3
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,0.4883939774153073,531.3,0.9678555202180829,1,0.8472012102874433,Yes,Noo,66.1
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,0.3668491786958686,496.5,1.111137190470602,1,0.7598371777476255,yes,nO,73.7
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,0.4547710976282405,551.6,1.249933844932522,1,0.7244501940491591,Yes,no,77.3
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,0.5678097003398209,606.5,1.428549780269738,1,0.6982543640897755,Y E S,nO,80.2
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,0.4055335968379446,530.7,1.874876033057851,1,1.0200364298724955,yES,Noo,54.9
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,0.4547710976282405,551.6,1.249933844932522,1,0.7244501940491591,YEs,no,77.3
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,0.505413901501921,487.2000000000001,1.2499688938658704,1,0.7672283874503357,yEs,no,72.99
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,0.4547710976282405,551.6,1.249933844932522,1,0.7244501940491591,Yes,NO,77.3
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,0.4236902050113895,616.0,1.2500353157225597,1,0.7810320781032077,YES,nO,71.7
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,0.3741985124390869,578.9,1.249933844932522,1,0.7052896725440806,yes,nOO,79.4
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,0.4547710976282405,551.6,1.249933844932522,1,0.7244501940491591,yes,NO,77.3
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,0.5176087599881622,526.9,1.249933844932522,1,0.9350475872432792,YeS,NOO,59.89
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,0.4548128342245989,563.2,1.2238667900092506,1,1.4021571648690292,yEs,NOo,64.9
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,0.5601659751037344,575.5,1.7111801242236029,1,1.3663663663663663,YEs,nO,66.6
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,0.3611764705882353,531.3,0.9605455980160073,1,1.3957055214723926,YEs,NOo,65.2
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,0.3562352941176471,531.3,1.1646136618141096,1,1.3643178410794603,yes,NOo,66.7
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,0.3376,468.8,0.8584525488615756,1,1.456,yEs,NOO,62.5
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,0.3812631578947368,593.8,1.090339091490723,1,1.2265804016713844,YeS,Noo,74.19
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,0.293816631130064,586.2,1.0138013087447948,1,1.2871287128712872,yES,nOO,70.7
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,0.3611764705882353,531.3,0.9605455980160073,1,1.3957055214723926,yEs,Noo,65.2
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,0.4063304168811116,485.7000000000001,0.9204926001944476,1,1.5798611111111112,yES,NO,57.6
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,0.266892527762093,531.3,0.9534519413673492,1,1.537162162162162,yES,nO,59.2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,0.3611764705882353,531.3,0.9605455980160073,1,1.3957055214723926,YES,nOO,65.2
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,0.4883939774153073,531.3,0.9678555202180829,1,1.3362701908957415,yes,NO,68.1
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,0.3668491786958686,496.5,1.111137190470602,1,1.205298013245033,yEs,NOO,75.5
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,0.4547710976282405,551.6,1.249933844932522,1,1.147540983606557,yES,Noo,79.3
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,0.4055335968379446,530.7,1.874876033057851,1,1.6106194690265487,yEs,NOo,56.5
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,0.4547710976282405,551.6,1.249933844932522,1,1.147540983606557,YeS,NO,79.3
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,0.505413901501921,487.2000000000001,1.2499688938658704,1,1.1848958333333337,YEs,NOO,76.8
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,0.4547710976282405,551.6,1.249933844932522,1,1.147540983606557,Yes,Noo,79.3
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,0.4236902050113895,616.0,1.2500353157225597,1,1.2414733969986358,YeS,NOO,73.3
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,0.3741985124390869,578.9,1.249933844932522,1,1.1016949152542377,Yes,nOO,82.6
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,0.4547710976282405,551.6,1.249933844932522,1,1.147540983606557,yES,NO,79.3
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,0.5176087599881622,526.9,1.249933844932522,1,1.3421828908554574,YeS,NO,67.8
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,0.8511690647482014,319.1,1.111226014018155,1,0.2590673575129533,YES,Noo,11.58
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,0.8511690647482014,319.1,1.111226014018155,1,0.5725971370143149,yEs,nO,24.45
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,0.8511690647482014,319.1,1.111226014018155,1,1.124949779027722,yes,NOO,24.89
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,0.8511690647482014,319.1,1.111226014018155,1,1.901528013582343,Yes,nO,29.45
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,0.8511690647482014,319.1,1.111226014018155,1,2.456398919184476,YES,nO,40.71
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,0.8464499572284003,328.4,1.111241492607369,1,0.2890173410404624,yEs,Noo,10.38
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,0.8464499572284003,328.4,1.111241492607369,1,0.6323396567299007,YEs,Noo,22.14
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,0.8464499572284003,328.4,1.111241492607369,1,1.2259194395796849,Y E S,No,22.84
